物件名,住所,アクセス,最寄駅1,最寄駅1からの時間(分),最寄駅2,最寄駅2からの時間(分),最寄駅3,最寄駅3からの時間(分),築年数(年),建物の階数,階数,家賃(円),管理費(円),敷金(円),礼金(円),間取り,面積(m2)
ドルフ東雪谷,東京都大田区東雪谷２, 東急池上線/石川台駅 歩3分 東急池上線/雪が谷大塚駅 歩8分 東急池上線/洗足池駅 歩10分 ,東急池上線/石川台駅駅,3,東急池上線/雪が谷大塚駅駅,8,東急池上線/洗足池駅駅,10,28,6,4,79000,2000,79000,0,1K,22.0
レミネハイム,東京都大田区南千束１, 東急大井町線/北千束駅 歩5分 東急池上線/長原駅 歩6分 東急目黒線/大岡山駅 歩15分 ,東急大井町線/北千束駅駅,5,東急池上線/長原駅駅,6,東急目黒線/大岡山駅駅,15,34,4,1,115000,5000,115000,115000,2DK,38.59
矢口フラワーマンション,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩5分 東急多摩川線/武蔵新田駅 歩11分 東急池上線/蓮沼駅 歩17分 ,東急多摩川線/矢口渡駅駅,5,東急多摩川線/武蔵新田駅駅,11,東急池上線/蓮沼駅駅,17,50,11,7,86000,3000,86000,0,2DK,41.0
矢口フラワーマンション,東京都大田区矢口２, 東急多摩川線/矢口渡駅 歩5分 東急多摩川線/武蔵新田駅 歩11分 東急池上線/蓮沼駅 歩17分 ,東急多摩川線/矢口渡駅駅,5,東急多摩川線/武蔵新田駅駅,11,東急池上線/蓮沼駅駅,17,50,11,3,115000,5000,115000,115000,2DK,54.0
テルミック多摩川,東京都大田区矢口１, 東急多摩川線/武蔵新田駅 歩4分 東急池上線/千鳥町駅 歩12分 東急多摩川線/下丸子駅 歩12分 ,東急多摩川線/武蔵新田駅駅,4,東急池上線/千鳥町駅駅,12,東急多摩川線/下丸子駅駅,12,25,3,3,90000,0,0,0,1DK,36.67
ＪＲ京浜東北線 蒲田駅 4階建 築37年,東京都大田区西蒲田５, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩9分 東急池上線/池上駅 歩15分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,9,東急池上線/池上駅駅,15,37,4,4,80000,0,80000,80000,ワンルーム,21.86
ＪＲ京浜東北線 蒲田駅 4階建 築37年,東京都大田区西蒲田５, ＪＲ京浜東北線/蒲田駅 歩5分 東急池上線/蓮沼駅 歩9分 東急池上線/池上駅 歩15分 ,ＪＲ京浜東北線/蒲田駅駅,5,東急池上線/蓮沼駅駅,9,東急池上線/池上駅駅,15,37,4,3,90000,0,90000,90000,2K,27.0
第５ハイツ山本,東京都大田区北馬込１, 東急大井町線/旗の台駅 歩7分 東急大井町線/荏原町駅 歩7分 東急池上線/長原駅 歩8分 ,東急大井町線/旗の台駅駅,7,東急大井町線/荏原町駅駅,7,東急池上線/長原駅駅,8,41,3,2,120000,2000,120000,120000,2DK,32.0
東急池上線 千鳥町駅 3階建 築27年,東京都大田区千鳥１, 東急池上線/千鳥町駅 歩5分 東急池上線/池上駅 歩5分 東急多摩川線/武蔵新田駅 歩11分 ,東急池上線/千鳥町駅駅,5,東急池上線/池上駅駅,5,東急多摩川線/武蔵新田駅駅,11,27,3,3,75000,5000,75000,0,1DK,26.8
ＧＬＡＮＺ石川台,東京都大田区東雪谷２, 東急池上線/石川台駅 歩3分 東急池上線/雪が谷大塚駅 歩9分 東急池上線/洗足池駅 歩9分 ,東急池上線/石川台駅駅,3,東急池上線/雪が谷大塚駅駅,9,東急池上線/洗足池駅駅,9,15,5,5,90000,5000,180000,90000,1K,27.14
東急池上線 蓮沼駅 4階建 築22年,東京都大田区東矢口１, 東急池上線/蓮沼駅 歩6分 東急池上線/池上駅 歩12分 東急多摩川線/矢口渡駅 歩13分 ,東急池上線/蓮沼駅駅,6,東急池上線/池上駅駅,12,東急多摩川線/矢口渡駅駅,13,22,4,1,73000,0,0,73000,1K,23.05
京急空港線 糀谷駅 5階建 築36年,東京都大田区西糀谷２, 京急空港線/糀谷駅 歩10分 京急空港線/大鳥居駅 歩10分 京急本線/京急蒲田駅 歩16分 ,京急空港線/糀谷駅駅,10,京急空港線/大鳥居駅駅,10,京急本線/京急蒲田駅駅,16,36,5,4,90000,0,180000,0,2DK,40.0
京急空港線 糀谷駅 5階建 築36年,東京都大田区西糀谷２, 京急空港線/糀谷駅 歩10分 京急空港線/大鳥居駅 歩10分 京急本線/京急蒲田駅 歩16分 ,京急空港線/糀谷駅駅,10,京急空港線/大鳥居駅駅,10,京急本線/京急蒲田駅駅,16,36,5,2,90000,0,180000,0,2DK,40.0
メルシー北千束,東京都大田区北千束２, 東急目黒線/洗足駅 歩7分 東急大井町線/北千束駅 歩3分 東急池上線/長原駅 歩9分 ,東急目黒線/洗足駅駅,7,東急大井町線/北千束駅駅,3,東急池上線/長原駅駅,9,32,1,2,145000,10000,145000,145000,1LDK,45.28
アリエッタ大岡山,東京都大田区北千束３, 東急目黒線/大岡山駅 歩2分 東急池上線/洗足池駅 歩15分 東急大井町線/北千束駅 歩9分 ,東急目黒線/大岡山駅駅,2,東急池上線/洗足池駅駅,15,東急大井町線/北千束駅駅,9,8,3,1,89000,3000,89000,89000,1K,26.99
ガーラ蒲田,東京都大田区蒲田５, ＪＲ京浜東北線/蒲田駅 歩7分 京急本線/京急蒲田駅 歩8分 東急池上線/蓮沼駅 歩19分 ,ＪＲ京浜東北線/蒲田駅駅,7,京急本線/京急蒲田駅駅,8,東急池上線/蓮沼駅駅,19,26,11,11,77000,8000,77000,115500,1K,22.47
Ｔ－Ｃｏｍｆｏｒｔ１,東京都大田区蒲田３, ＪＲ京浜東北線/蒲田駅 歩7分 京急本線/京急蒲田駅 歩5分 京急本線/梅屋敷駅 歩10分 ,ＪＲ京浜東北線/蒲田駅駅,7,京急本線/京急蒲田駅駅,5,京急本線/梅屋敷駅駅,10,19,3,2,90000,5000,90000,90000,ワンルーム,28.98
京急空港線 穴守稲荷駅 3階建 築23年,東京都大田区羽田２, 京急空港線/穴守稲荷駅 歩8分 京急空港線/大鳥居駅 歩10分 京急空港線/天空橋駅 歩15分 ,京急空港線/穴守稲荷駅駅,8,京急空港線/大鳥居駅駅,10,京急空港線/天空橋駅駅,15,23,3,3,89000,3000,89000,89000,1K,31.0
京急本線 梅屋敷駅 6階建 築21年,東京都大田区大森西６, 京急本線/梅屋敷駅 歩5分 京急空港線/京急蒲田駅 歩13分 ＪＲ京浜東北線/蒲田駅 歩19分 ,京急本線/梅屋敷駅駅,5,京急空港線/京急蒲田駅駅,13,ＪＲ京浜東北線/蒲田駅駅,19,21,6,1,79000,6000,79000,79000,ワンルーム,31.01
マンションキタムラ,東京都大田区仲池上２, 都営浅草線/西馬込駅 歩7分   ,都営浅草線/西馬込駅駅,7,,0,,0,35,5,1,85000,0,85000,85000,1DK,37.51
ガーデンマツイ,東京都大田区西蒲田３, 東急池上線/池上駅 歩7分 東急池上線/蓮沼駅 歩7分 ＪＲ京浜東北線/蒲田駅 歩17分 ,東急池上線/池上駅駅,7,東急池上線/蓮沼駅駅,7,ＪＲ京浜東北線/蒲田駅駅,17,35,4,4,83000,2000,83000,83000,1DK,33.5
東急池上線 池上駅 4階建 築18年,東京都大田区池上７, 東急池上線/池上駅 歩5分 東急多摩川線/矢口渡駅 歩15分 東急池上線/千鳥町駅 歩11分 ,東急池上線/池上駅駅,5,東急多摩川線/矢口渡駅駅,15,東急池上線/千鳥町駅駅,11,18,4,2,68000,5000,68000,68000,1K,20.09
吉清ビル,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩2分 東急池上線/蓮沼駅 歩13分 東急多摩川線/武蔵新田駅 歩12分 ,東急多摩川線/矢口渡駅駅,2,東急池上線/蓮沼駅駅,13,東急多摩川線/武蔵新田駅駅,12,28,5,3,110000,5000,110000,110000,1LDK,38.9
ヴィルヌーブ,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩3分 都営浅草線/馬込駅 歩14分 東急池上線/池上駅 歩30分 ,都営浅草線/西馬込駅駅,3,都営浅草線/馬込駅駅,14,東急池上線/池上駅駅,30,28,1,1,130000,0,130000,130000,1LDK,41.97
アストラルＨ．Ｔ．Ｋ,東京都大田区東蒲田２, 京急本線/京急蒲田駅 歩5分 京急本線/梅屋敷駅 歩7分 ＪＲ京浜東北線/蒲田駅 歩13分 ,京急本線/京急蒲田駅駅,5,京急本線/梅屋敷駅駅,7,ＪＲ京浜東北線/蒲田駅駅,13,23,12,5,158000,5000,158000,0,1LDK,46.64
京急本線 六郷土手駅 3階建 築33年,東京都大田区西六郷３, 京急本線/六郷土手駅 歩11分 京急本線/雑色駅 歩14分 京急大師線/港町駅 歩24分 ,京急本線/六郷土手駅駅,11,京急本線/雑色駅駅,14,京急大師線/港町駅駅,24,33,3,3,79000,4000,79000,0,2DK,39.15
ＪＲ京浜東北線 蒲田駅 6階建 築24年,東京都大田区西蒲田７, ＪＲ京浜東北線/蒲田駅 歩6分 東急池上線/蓮沼駅 歩4分 東急多摩川線/矢口渡駅 歩17分 ,ＪＲ京浜東北線/蒲田駅駅,6,東急池上線/蓮沼駅駅,4,東急多摩川線/矢口渡駅駅,17,24,6,2,89000,7000,89000,89000,1K,29.26
キャメリア蒲田本町,東京都大田区蒲田本町２, 東急池上線/蒲田駅 歩10分 京急空港線/京急蒲田駅 歩10分 京急本線/雑色駅 歩10分 ,東急池上線/蒲田駅駅,10,京急空港線/京急蒲田駅駅,10,京急本線/雑色駅駅,10,6,4,1,67000,3000,0,0,1K,18.12
ソラーレ西蒲田,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩14分 東急池上線/蓮沼駅 歩14分 東急池上線/池上駅 歩14分 ,ＪＲ京浜東北線/蒲田駅駅,14,東急池上線/蓮沼駅駅,14,東急池上線/池上駅駅,14,6,5,2,138000,12000,138000,138000,1LDK,46.5
ソラーレ西蒲田,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩14分 東急池上線/蓮沼駅 歩14分 東急池上線/池上駅 歩14分 ,ＪＲ京浜東北線/蒲田駅駅,14,東急池上線/蓮沼駅駅,14,東急池上線/池上駅駅,14,6,5,5,150000,12000,150000,150000,1LDK,46.5
ソラーレ西蒲田,東京都大田区西蒲田１, ＪＲ京浜東北線/蒲田駅 歩14分 東急池上線/蓮沼駅 歩14分 東急池上線/池上駅 歩14分 ,ＪＲ京浜東北線/蒲田駅駅,14,東急池上線/蓮沼駅駅,14,東急池上線/池上駅駅,14,6,5,2,173000,12000,173000,173000,2LDK,59.85
黄金ビル,東京都大田区池上６, 東急池上線/池上駅 歩1分   ,東急池上線/池上駅駅,1,,0,,0,42,4,4,110000,0,110000,110000,2LDK,45.8
京急本線 六郷土手駅 3階建 築18年,東京都大田区仲六郷４, 京急本線/六郷土手駅 歩5分 京急本線/雑色駅 歩12分 ＪＲ京浜東北線/川崎駅 歩26分 ,京急本線/六郷土手駅駅,5,京急本線/雑色駅駅,12,ＪＲ京浜東北線/川崎駅駅,26,18,3,3,67000,0,67000,67000,1K,19.4
東興ビル（トウコウビル）,東京都大田区東雪谷２, 東急池上線/石川台駅 歩2分 東急目黒線/大岡山駅 歩17分 東急池上線/雪が谷大塚駅 歩9分 ,東急池上線/石川台駅駅,2,東急目黒線/大岡山駅駅,17,東急池上線/雪が谷大塚駅駅,9,33,3,3,270000,0,270000,0,5SDK,132.74
京急空港線 大鳥居駅 7階建 築24年,東京都大田区東糀谷１, 京急空港線/大鳥居駅 歩13分 京急本線/京急蒲田駅 歩22分 京急本線/梅屋敷駅 歩20分 ,京急空港線/大鳥居駅駅,13,京急本線/京急蒲田駅駅,22,京急本線/梅屋敷駅駅,20,24,7,4,146000,10000,219000,146000,2LDK,51.08
京急空港線 糀谷駅 3階建 築8年,東京都大田区本羽田１, 京急空港線/糀谷駅 歩14分 京急空港線/大鳥居駅 歩21分 京急本線/京急蒲田駅 歩29分 ,京急空港線/糀谷駅駅,14,京急空港線/大鳥居駅駅,21,京急本線/京急蒲田駅駅,29,8,3,3,127000,0,127000,254000,1LDK,50.35
洗足池コーポラス,東京都大田区上池台２, 東急池上線/洗足池駅 歩5分 東急池上線/石川台駅 歩11分 東急池上線/長原駅 歩11分 ,東急池上線/洗足池駅駅,5,東急池上線/石川台駅駅,11,東急池上線/長原駅駅,11,40,3,3,80000,3000,80000,80000,1DK,33.0
洗足池コーポラス,東京都大田区上池台２, 東急池上線/洗足池駅 歩5分 東急池上線/石川台駅 歩11分 東急池上線/長原駅 歩11分 ,東急池上線/洗足池駅駅,5,東急池上線/石川台駅駅,11,東急池上線/長原駅駅,11,40,3,3,107000,3000,107000,107000,2DK,50.5
ヴァンタジオ,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩5分 都営浅草線/馬込駅 歩10分 東急池上線/荏原中延駅 歩20分 ,都営浅草線/西馬込駅駅,5,都営浅草線/馬込駅駅,10,東急池上線/荏原中延駅駅,20,19,3,2,70000,3000,70000,0,1K,21.06
都営浅草線 西馬込駅 3階建 築19年,東京都大田区西馬込１, 都営浅草線/西馬込駅 歩5分 都営浅草線/馬込駅 歩10分 東急大井町線/荏原町駅 歩20分 ,都営浅草線/西馬込駅駅,5,都営浅草線/馬込駅駅,10,東急大井町線/荏原町駅駅,20,19,3,2,70000,3000,70000,0,1K,21.02
ｂｌｕｅ　ｐａｌｅｔｔｅ東馬込,東京都大田区東馬込１, 都営浅草線/馬込駅 歩4分 ＪＲ横須賀線/西大井駅 歩13分 湘南新宿ライン宇須/西大井駅 歩13分 ,都営浅草線/馬込駅駅,4,ＪＲ横須賀線/西大井駅駅,13,湘南新宿ライン宇須/西大井駅駅,13,6,4,2,84000,6000,84000,84000,ワンルーム,24.01
京急本線 梅屋敷駅 5階建 築14年,東京都大田区大森中２, 京急本線/梅屋敷駅 歩2分   ,京急本線/梅屋敷駅駅,2,,0,,0,14,5,3,92000,3000,92000,92000,1K,31.66
京急本線 梅屋敷駅 5階建 築14年,東京都大田区大森中２, 京急本線/梅屋敷駅 歩2分   ,京急本線/梅屋敷駅駅,2,,0,,0,14,5,5,112000,3000,112000,112000,1DK,39.4
ザ・プレシャス大森山王,東京都大田区山王１, ＪＲ京浜東北線/大森駅 歩11分 都営浅草線/馬込駅 歩14分 ＪＲ横須賀線/西大井駅 歩16分 ,ＪＲ京浜東北線/大森駅駅,11,都営浅草線/馬込駅駅,14,ＪＲ横須賀線/西大井駅駅,16,4,5,1,80000,7000,80000,80000,1K,20.9
ＪＲ京浜東北線 大森駅 3階建 築19年,東京都大田区山王３, ＪＲ京浜東北線/大森駅 歩12分 京急本線/平和島駅 歩17分 京急本線/大森海岸駅 歩20分 ,ＪＲ京浜東北線/大森駅駅,12,京急本線/平和島駅駅,17,京急本線/大森海岸駅駅,20,19,3,1,130000,0,130000,130000,1LDK,46.79
田園マンション,東京都大田区田園調布１, 東急東横線/多摩川駅 歩7分 東急東横線/田園調布駅 歩12分  ,東急東横線/多摩川駅駅,7,東急東横線/田園調布駅駅,12,,0,57,7,2,98000,0,98000,98000,2DK,32.37
リージェントヒルズ上池台,東京都大田区上池台５, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩18分  ,都営浅草線/西馬込駅駅,9,都営浅草線/馬込駅駅,18,,0,32,3,2,59000,0,59000,0,ワンルーム,17.75
リージェントヒルズ上池台,東京都大田区上池台５, 都営浅草線/西馬込駅 歩9分 都営浅草線/馬込駅 歩18分  ,都営浅草線/西馬込駅駅,9,都営浅草線/馬込駅駅,18,,0,32,3,2,83000,0,83000,0,1DK,27.0
コンフォートK,東京都大田区東雪谷３, 東急池上線/石川台駅 歩6分 東急池上線/雪が谷大塚駅 歩9分 東急目黒線/大岡山駅 歩25分 ,東急池上線/石川台駅駅,6,東急池上線/雪が谷大塚駅駅,9,東急目黒線/大岡山駅駅,25,23,3,3,70000,3300,50000,50000,1K,23.85
コンフォートK,東京都大田区東雪谷３, 東急池上線/石川台駅 歩6分 東急池上線/雪が谷大塚駅 歩9分 東急目黒線/大岡山駅 歩25分 ,東急池上線/石川台駅駅,6,東急池上線/雪が谷大塚駅駅,9,東急目黒線/大岡山駅駅,25,23,3,3,74000,3300,74000,74000,1K,23.2
コーポイノウエ,東京都大田区仲六郷２, 京急本線/雑色駅 歩3分   ,京急本線/雑色駅駅,3,,0,,0,37,3,2,79000,0,79000,79000,2DK,44.0
アルテシモ大森,東京都大田区大森東２, 京急本線/大森町駅 歩4分 京急本線/平和島駅 歩10分 東京モノレール/昭和島駅 歩24分 ,京急本線/大森町駅駅,4,京急本線/平和島駅駅,10,東京モノレール/昭和島駅駅,24,18,10,9,92000,10000,0,92000,1K,29.14
ハイネスＴＳ,東京都大田区南六郷２, 京急本線/雑色駅 歩8分 京急本線/六郷土手駅 歩15分 京急空港線/糀谷駅 歩18分 ,京急本線/雑色駅駅,8,京急本線/六郷土手駅駅,15,京急空港線/糀谷駅駅,18,22,5,2,73000,5000,73000,73000,1K,26.5
クドウビル,東京都大田区西蒲田８, ＪＲ京浜東北線/蒲田駅 歩6分 東急池上線/蓮沼駅 歩18分 東急多摩川線/矢口渡駅 歩9分 ,ＪＲ京浜東北線/蒲田駅駅,6,東急池上線/蓮沼駅駅,18,東急多摩川線/矢口渡駅駅,9,38,5,4,120000,5000,120000,0,1LDK,35.74
クドウビル,東京都大田区西蒲田８, ＪＲ京浜東北線/蒲田駅 歩6分 東急池上線/蓮沼駅 歩18分 東急多摩川線/矢口渡駅 歩9分 ,ＪＲ京浜東北線/蒲田駅駅,6,東急池上線/蓮沼駅駅,18,東急多摩川線/矢口渡駅駅,9,38,5,3,120000,5000,120000,0,1LDK,35.74
シュロス東嶺,東京都大田区東嶺町, 東急池上線/御嶽山駅 歩3分 東急池上線/久が原駅 歩10分 東急多摩川線/沼部駅 歩14分 ,東急池上線/御嶽山駅駅,3,東急池上線/久が原駅駅,10,東急多摩川線/沼部駅駅,14,25,4,3,133000,5000,133000,133000,1LDK,48.59
ハイツイーストオブタマリバー,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩2分 東急池上線/千鳥町駅 歩9分 東急多摩川線/鵜の木駅 歩12分 ,東急多摩川線/下丸子駅駅,2,東急池上線/千鳥町駅駅,9,東急多摩川線/鵜の木駅駅,12,41,4,3,84000,3000,84000,84000,1LDK,33.75
ハイツイーストオブタマリバー,東京都大田区下丸子３, 東急多摩川線/下丸子駅 歩2分 東急池上線/千鳥町駅 歩9分 東急多摩川線/鵜の木駅 歩12分 ,東急多摩川線/下丸子駅駅,2,東急池上線/千鳥町駅駅,9,東急多摩川線/鵜の木駅駅,12,41,4,3,97000,3000,97000,97000,1LDK,33.82
京急本線 大森町駅 4階建 築17年,東京都大田区大森東２, 京急本線/大森町駅 歩4分 京急本線/平和島駅 歩10分 京急本線/梅屋敷駅 歩14分 ,京急本線/大森町駅駅,4,京急本線/平和島駅駅,10,京急本線/梅屋敷駅駅,14,17,4,3,72000,0,72000,0,1K,19.96
アーバンライフ大友,東京都大田区多摩川１, 東急多摩川線/矢口渡駅 歩4分 東急多摩川線/武蔵新田駅 歩10分 東急池上線/蓮沼駅 歩15分 ,東急多摩川線/矢口渡駅駅,4,東急多摩川線/武蔵新田駅駅,10,東急池上線/蓮沼駅駅,15,26,7,7,78000,5000,78000,78000,1DK,28.8
イースト雪谷,東京都大田区東雪谷２, 東急池上線/石川台駅 歩4分 東急池上線/洗足池駅 歩11分 東急池上線/雪が谷大塚駅 歩11分 ,東急池上線/石川台駅駅,4,東急池上線/洗足池駅駅,11,東急池上線/雪が谷大塚駅駅,11,36,3,3,135000,0,135000,135000,1LDK,49.75
イースト雪谷,東京都大田区東雪谷２, 東急池上線/石川台駅 歩4分 東急池上線/洗足池駅 歩11分 東急池上線/雪が谷大塚駅 歩11分 ,東急池上線/石川台駅駅,4,東急池上線/洗足池駅駅,11,東急池上線/雪が谷大塚駅駅,11,36,3,3,149000,0,149000,149000,3DK,49.5
京急空港線 大鳥居駅 4階建 築21年,東京都大田区萩中３, 京急空港線/大鳥居駅 歩5分   ,京急空港線/大鳥居駅駅,5,,0,,0,21,4,1,76000,0,76000,76000,1K,28.0
メゾングロアール,東京都大田区南蒲田２, 京急空港線/糀谷駅 歩10分 京急本線/雑色駅 歩11分 京急本線/京急蒲田駅 歩12分 ,京急空港線/糀谷駅駅,10,京急本線/雑色駅駅,11,京急本線/京急蒲田駅駅,12,35,4,4,97000,8000,97000,97000,2DK,39.42
ニュー馬込ハウス,東京都大田区北馬込１, 東急大井町線/荏原町駅 歩7分 都営浅草線/馬込駅 歩7分 東急池上線/旗の台駅 歩11分 ,東急大井町線/荏原町駅駅,7,都営浅草線/馬込駅駅,7,東急池上線/旗の台駅駅,11,56,4,2,103000,2000,103000,0,1LDK,39.69
東急池上線 池上駅 4階建 築41年,東京都大田区池上５, 東急池上線/池上駅 歩10分 ＪＲ京浜東北線/蒲田駅 歩18分 東急多摩川線/矢口渡駅 歩26分 ,東急池上線/池上駅駅,10,ＪＲ京浜東北線/蒲田駅駅,18,東急多摩川線/矢口渡駅駅,26,41,4,2,80000,0,80000,80000,1LDK,39.0
シェルガーデン,東京都大田区鵜の木３, 東急多摩川線/鵜の木駅 歩8分 東急池上線/久が原駅 歩13分 東急多摩川線/沼部駅 歩11分 ,東急多摩川線/鵜の木駅駅,8,東急池上線/久が原駅駅,13,東急多摩川線/沼部駅駅,11,31,3,1,90000,0,90000,90000,1DK,37.31
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,2,82000,5000,82000,82000,1K,20.0
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,3,84000,5000,84000,84000,1K,20.22
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,3,84000,5000,84000,84000,1K,20.0
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,3,85000,5000,85000,85000,1K,20.0
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,4,86000,5000,86000,86000,1K,20.0
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,4,88000,5000,88000,88000,1K,20.0
仮称　大森南バイカーズ計画,東京都大田区大森南１, 京急空港線/大鳥居駅 歩16分 京急本線/京急蒲田駅 歩19分 京急バス/前の浦 歩4分 ,京急空港線/大鳥居駅駅,16,京急本線/京急蒲田駅駅,19,,4,,4,2,100000,5000,100000,100000,1LDK,26.46
シャトレ飯田,東京都大田区南雪谷１, 東急池上線/雪が谷大塚駅 歩4分 東急池上線/石川台駅 歩4分 東急池上線/洗足池駅 歩11分 ,東急池上線/雪が谷大塚駅駅,4,東急池上線/石川台駅駅,4,東急池上線/洗足池駅駅,11,36,4,1,105000,5000,105000,105000,1LDK,40.17
ミルリーフ洗足池,東京都大田区上池台２, 東急池上線/洗足池駅 歩3分 東急池上線/長原駅 歩9分 東急池上線/石川台駅 歩11分 ,東急池上線/洗足池駅駅,3,東急池上線/長原駅駅,9,東急池上線/石川台駅駅,11,34,3,2,100000,2000,100000,100000,2DK,39.48
Ｌｕｄｅｎｓ大鳥居,東京都大田区萩中３, 京急空港線/大鳥居駅 歩2分 京急空港線/穴守稲荷駅 歩10分 京急空港線/糀谷駅 歩14分 ,京急空港線/大鳥居駅駅,2,京急空港線/穴守稲荷駅駅,10,京急空港線/糀谷駅駅,14,5,4,3,76000,10000,0,0,1K,19.96
レガリア下丸子,東京都大田区下丸子１, 東急多摩川線/下丸子駅 歩5分 東急多摩川線/武蔵新田駅 歩8分 東急池上線/千鳥町駅 歩12分 ,東急多摩川線/下丸子駅駅,5,東急多摩川線/武蔵新田駅駅,8,東急池上線/千鳥町駅駅,12,11,4,1,69000,6000,69000,0,ワンルーム,20.75
大型犬OK！ CircleGardenKamata 京急蒲田徒歩4分♪,東京都大田区東蒲田２, 京急本線/京急蒲田駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩16分 京急本線/梅屋敷駅 歩10分 ,京急本線/京急蒲田駅駅,5,ＪＲ京浜東北線/蒲田駅駅,16,京急本線/梅屋敷駅駅,10,1,5,2,94000,10000,94000,94000,ワンルーム,26.59
大型犬OK！ CircleGardenKamata 京急蒲田徒歩4分♪,東京都大田区東蒲田２, 京急本線/京急蒲田駅 歩5分 ＪＲ京浜東北線/蒲田駅 歩16分 京急本線/梅屋敷駅 歩10分 ,京急本線/京急蒲田駅駅,5,ＪＲ京浜東北線/蒲田駅駅,16,京急本線/梅屋敷駅駅,10,1,5,1,189000,10000,189000,189000,1DK,37.82
ユーティ大森,東京都大田区大森中２, 京急本線/梅屋敷駅 歩10分 京急本線/大森町駅 歩12分 京急本線/京急蒲田駅 歩20分 ,京急本線/梅屋敷駅駅,10,京急本線/大森町駅駅,12,京急本線/京急蒲田駅駅,20,37,3,1,90000,3000,90000,90000,2K,35.0
都営浅草線 西馬込駅 4階建 築32年,東京都大田区南馬込６, 都営浅草線/西馬込駅 歩3分 都営浅草線/馬込駅 歩21分 東急池上線/池上駅 歩23分 ,都営浅草線/西馬込駅駅,3,都営浅草線/馬込駅駅,21,東急池上線/池上駅駅,23,32,4,2,110000,4000,110000,0,1LDK,40.01
プロディーレ,東京都大田区蒲田３, 京急本線/京急蒲田駅 歩3分 ＪＲ京浜東北線/蒲田駅 歩11分 京急本線/梅屋敷駅 歩10分 ,京急本線/京急蒲田駅駅,3,ＪＲ京浜東北線/蒲田駅駅,11,京急本線/梅屋敷駅駅,10,17,8,2,78000,5000,78000,78000,1K,23.12
プロディーレ,東京都大田区蒲田３, 京急本線/京急蒲田駅 歩3分 ＪＲ京浜東北線/蒲田駅 歩11分 京急本線/梅屋敷駅 歩10分 ,京急本線/京急蒲田駅駅,3,ＪＲ京浜東北線/蒲田駅駅,11,京急本線/梅屋敷駅駅,10,17,8,5,80000,5000,80000,80000,1K,23.12
梅屋敷パークファミリア,東京都大田区大森中２, 京急本線/梅屋敷駅 歩3分 京急本線/大森町駅 歩11分 京急本線/京急蒲田駅 歩14分 ,京急本線/梅屋敷駅駅,3,京急本線/大森町駅駅,11,京急本線/京急蒲田駅駅,14,41,15,5,135000,0,135000,135000,2LDK,48.48
東急池上線 洗足池駅 3階建 築31年,東京都大田区東雪谷１, 東急池上線/洗足池駅 歩6分 東急池上線/石川台駅 歩6分 東急目黒線/大岡山駅 歩16分 ,東急池上線/洗足池駅駅,6,東急池上線/石川台駅駅,6,東急目黒線/大岡山駅駅,16,31,3,3,94000,3500,94000,94000,1DK,31.59
